Lô ch?	
Nh?t vl nhu con diên	
Vcl có j vui 	
Cu?i quá tr cu?i	
Kém duyên	
Thu Lê	
Ðéo có j bu?n cu?i mà v?n cu?i :))	
ch? h?c d?i h?c gì v?y ? 	
Haha bu?n cu?i ghê :)	
Zdui he :)))	
vui wa di nè hahahhahhaahahah 	
Ð?C TÊN EM ÐI CH?	
zuii qué	
?a m?c cu?i ch? nào z?y ch? :)))))))	
HI cj	
Lô ch?	
Chào c	
	
Ch? hài quá c oi :)	
Vcl	
Bu?n cu?i quá à	
Dù m?i ngu?i có  xa lánh em thì ch? v?n d?ng v? phía m?i ng?oi mà ?? em yên tâm nha 	
M?c cu?i quá cu?i khà khà	
Cha`o chi? 	
B?t d?o	
oi con di	1
de thuong z????	
Ð?C TÊN EM ÐI CH?	
Ch? cu?i cute sao ph?i che mi?ng z?	
M?c c?i wa'	
Ch? ? gia lai h?	
Hi ch? 	
Má d?ng cu?i n?a ??	
m?c cu?i ch? nào v mn ? ??	
ch? còn tr? trâu k?	
 Tiên n? giáng tr?n 	
Sao tui th?y nh?t mà b? cu?i ghê z?y ? :)	
mui sung h? ch? :(	
Vi?t nam ???	
M?c cu?i ghê :) 	
Quaooo th?t là vuiiii ??	
Ð?C TÊN EM ÐI CH?	
M?c cu?i ghee :))	
Ch? cu?i cái mà e t?t n?ng luôn ? . Thâu c khép mi?ng dùm e cái :))	
Gì d? má 	
Nhu l?n á	
Cái n?t v?n y nhu xua. =)))) b?t cu?i cho d?p tr	
m?c cuoii quá à	
dieu thay on luon	
Nhu db	
	
Ni?m nam là sg dó	
Th? cái lôfn vào m?t mày ch? tim con c?c	
haha	
Thôi th?y ko dui nên dành th? ph?n n?	
Ðeo th? tym	
? : D	
Ch? Tâm hello em diiiiiiiiiiii	
.. 	
Ð?C TÊN EM ÐI CH?	
Sao ch? cu?i quá tr?i v?y ch?. T?i khúc vui chua chi	
Vcl chào em	
nh?t vll	
... 	
HElo ch?	
Quý Duy Ðoàn vào xem ne	
Xàm xí dú	
	
Nhu buoi	
Ho ho m?c cu?i quá ch? oi :)	
Hello	
Phuong Ngân	
. Mm	
Ð?C TÊN EM ÐI CH?	
chào Tâm	
?a ch? nh?t h?..... ???? Ch? dang làm ra ch? vui tính h???? ?a nhu c?k v?y ch?	
l? quá m?t h?t hình tu?ng d?y ch?	
M?c c?i wa’ hahahaaaaaaa	
Y?n Vy d? t h?c :( 	
con di	1
Xúc ph?m ngu?i nhìn	
Hoa L?	
K hi?u chuy?n gì s?y ra :<	
Nl h? má :)	
Ha ha ha x3.14 	
Lô ch?iii	
Có l? quá khong ch? yêu	
bu?n cu?i quá Po oi :)))	
Zui ghê =)) zuii quá di cu?i khà khà khà	
nói nh? thôi bà n?i t ng?	
V?u quá em gái	
Nhu db	
Nh?t :)	
:)	
Tao thích câu "xàm c?c" ??	
Ch? oi rang bay nhu mua r?i kia ??	
nói chuy?n vô duy? ghe	
Ch? nói chuy?n nghe nhu l?n ch?ch du?i muong	
Loz này m?i choi c? m?i g?i r	
Cu?i nhe h?t c? rang ra	
n?p rang mà hô z? v?y ch? ._.	
Bu?n cu?i quá haha	
Ch? Tâm 	
Ð?C TÊN EM ÐI CH?	
M? Huy?n dui qá à	
O sao ch? này l?i déo xinh nhu trong hình v?y ?? 	
? 	
Vô duyên kêu ngta t?i dã r?i kêu ngta di h?c bài là déo nào?	
hahaha :) 	
mêu m?u mêu m?u mêu	
Tao nghe mà tao t?c cái l?ng ng?c	
Th?y Tiên	
hk pts mui nua ha	
Rang hô 	
hello ch?	
M b? d?ng kinh à	
Khánh Ng?c Kim Y?n vui kìa mng ? 	
T?t live di 	
Bu?n cu?i quá à	
ch? tâm livestream t?i m?y gi? v?y ch?	
Yêu quá	
Ch? oi	
	
ch? tâm livestream t?i m?y gi? v?y ch?	
éo hi?u ki?u gì	
Hello ch? 	
Vuii ghê 	
ch? tâm livestream t?i m?y gi? v?y ch?	
nh?t th?t	
Quao :) 	
Ð?C TÊN EM ÐI CH?	
Nhìn nhu con diên=))	
Làm nhu là thiên th?n d?y á. Ki?u bí hi?m kh bi?t ch? là ai. Nghe m?c ?a	
zuii qué nên cu?i	
Nh?t vcl	
kkkkkkkkkkkkk	
ch? nói chuy?n t? t? thôi	
?a	
=)) d? thuong x?uu	
T?i  khúc dui ch?	
Ch? b? diên hong c 	
Hello ch?	
ch? h?c d?i h?c gì v?y ? ? 	
Tóc hoi r?i nhé ch? oi	
Ch? an mu?i zô cho d? nh?t nha ch? 	
Tâm oi	
Ðm x?u vcc	1
hello cj	
hello ch? Tr?n Thanh Tâm	
ch? tâm livestream t?i m?y gi? v?y ch?	
sao mui to quá v?y ch? :((((	
Ch? oi	
iu ckj	
G?i m?t ch? là yêu tinh	
h?n di 	
Em còn làm ? dó k ta	
	
che rang ch? oi 	
Th?y Ð?ng d?o vãi l?n dcm	
ckj dou coá nh?t dou ckj m?n wa	
Tóc xù v	
Con diên	
Bùn c?i l?m h?	
Nkat	
Càng ngày càng x?u	
Nhu dách loz	
kakak	
hóng chung	
Nguy?n H?ng Ngát vào xem live c?a ch? này :)))))))	
Ch? oi	
Cái dm hót go qu?n cam	
Chào Bùi Hoàng B?o Xuy?n và Lam Ngan	
"Khép m? l?i ch? u 
"	
V?u th?t 	
An gì nh?t quá má oi	
dm d?c cmt cu?i dcd	
B? ch?n cmt c?a t di m :))	
Ch? cc	
Chào ch?	
Alo Vân Anh (Vanh) chó aloo	
Rang x?u mà khoe :)))	
H?ng Ðào Vô n?ng l nè	
Dung Nguyen	
ai mà gãnhhh	
	
Nhu l?n	
tâm m? ch?	
Nhu l?n	
Yêuuuuu	
m?n chua ch?	
Hello ch?	
s?a mui di :)) mui to nhu l trâu ó	
Nhu con diên	
gap anti fan chac tao cuoi ia Hu?nh Nhu Y?n Ng?c	
Dui quá ha :) 	
Ch? d?ng cu?i n?a mà :(	
Dui ccg	
Chào Tru?ng	
Em chào cj	
em x?o loz ak	
Ch? oi, ch? d?ng cu?i tuoi wá nha ch?, nó c? nhu cái bàn càooo ?y ?:(((	
Lu?t th?y vô kh?a 	
TÔN L?M!!	
Ch? có lo h?c dâu mà khuyên ngu?i tar :((	
Quang Hà	
zui qué	
anh said: sao ch? x?u th? :(	
ch? oi chúc a11 thi d? c3 du?c k ?	
ch?i s?a mui dou v?y ch?	
Fan ch? mà Lo h?c chi, ráng thi 15d d? ki?m ra ti?n gi?ng ch?	
iu ch?	
M?y má có diên ghê t? nhiên b?o ngu?i ta ngung cu?i =))	
Helo ch?	
Yêu ?	
Mo? oi	
mui trâu:))	
?	
Gu ông này m?n z?	
 Cu?i nh? thôi c oi. Rang nó ra ngoài h?t r?i	
Em k ghét ch?	
Mi?ng cu?i xinh l?y tay che mi?ng chi v?y ch???	
	
:v cu?i ít thôi :v dau l?m	
Haha	
Xin quá ch? ui	
em mu?n lái =))	
Bu?n c?a ?nh 	
thôi xem tiktok c?a n di ch? xem stream nhu này nhìn ghê vl	
Chòi oi chòi oi	
Lol	
Toàn rang ??????	
:(	
Ch? oi th?y em không huhu	
T xiuuu nganggg	
Còn em thì tan trong bo bo bo bo bo bo bo bo bo bo bo bo bo bo bo bo bo bo bo bo bo bo bo bo bo bo bo bo bo bo 	
Rang ch? v? nh? :)))	
ch? nói chuy?n nh?t quá	
B?t yêu ch? tâm di m?y mé =))) tao c? t xiu bh	
dã quá	
Phi Y?n idol ?ng c?ng ??	
Phuong Hi?n hay quá ?	
Thôi lái máy bay luôn di e 	
méo méo méo	
Ch? xinh gái	
Ch? d?ng cu?i gu?ng n?a là xinh l?m nhaa c hihi	
Ch? oi chào em di??	
m?c cu?i quá hyhy	
Ðó là tác h?i c?a vi?c choi dá	
Cu?i v?a thôi ,toác con m? nó l?i ra kìa	
choii oi	
Tr?i oi cái m?i to nhu phù th?y luôn á . 	
	
Ðào Ng?c Linh	
037599999	
	
Coi vì hóng drama coi cái m? nó có h?n hay k thôi	
???????	
Ch? nay xinh quá ??	
may quá quá di ??	
M?nh	
Ch? yêu oi	
D?o gi? ? c	
Mái xinh quá c iuu	
8h h?c bà n?i m h?	
T?i m l?t m?t nhanh nhu bánh tráng v	
Thao Tran xem lèeee	
Hu?ng Duong :)	
Gi?ng ch? Tâm nghe d? thuong quá ch?i, d? thuong h?t s?c, d? thuong x?u	
Ðang d?nh t?i mà Th?y ch? tâm t?i là mình déo mu?n t?i n?a lun á	
bí hi?m vlonnnn	
Man Ng?c Hoài Nhã	
Oanh Hào Nguy?n Th? Minh Ánh  d?o vl dcm	
B? d? thuong kìa??	
Má s?n luôn á ch? iuuu	
anh í gu m?n th?t :((	
Chj oi add e di	
	
Rang hô vc	
zui ghê	
Khép mi?ng l?i em gái	
15 con trâu có v?t l?i ch? hông	
Ch? xinh quá kìa	
Toàn th?y yêu ch? Tâm =)))	
Ly chó hi?n hình alo alo	
Ch? cu?i t? nhiên ghê taaa :))	
D?t d?o quá	
em cung mu?n n?a	
C nói chuy?n v?i anh d?y v? cu?c s?ng và d?i di ch?	
Hé lô ch?y	
Ch? tâm ng?i 	
Helllllloooooo	
Ch?c nh?t hon th?ng Khánh l?p tôi=)))	
Ng?ii quá d?	
Tr?n Ng?c Thu vô chào chu? di	
C?t mái xong nhìn d? nhìn hon nè có thi?n c?m ??	
Hô vl	
Tiên :333	
"Chòi ôi??
Tui thik làm anh ó quw??"	
Thu Phu?ng c? po nè	
Rang mà hô hóa ra n?o d?a	
M?t háng tâm quá tâm oi	
Xinh vãi aaaaaa	
tu v?n em vô h?ng bàng di	
	
Hoàng H?ng Ánh Ph?m Hu? 	
Huy Phan	
chào ch? bt ki?m ra ti?n	
D?o gi? ?	
choii oiii	
mèo méo meo mèo meo ai iu tr?n d?c bo khum nào	
G?i  em ik ch? iuuu	
Su?ng quá cj oi	
Clm nghe gi?ng ng?a dít vl =))	
Surprise :)))	
Anh oi h?i ch? làm mui dâu di anh	
Ch? cu?i xinh quá.d?ng cu?i n?a	
M?t mam	
Sao ch? hô th?	
Ch? chào Khoa di ?	
?? 	
Oh mai gót	
ch? cute qué :((	
Gi? này dô dây th?y toàn yêu ch? Tâm. Tao m?c cu?i vl =)))))	
ch?c d? h?t ?	
su?ng th?	
Qu?nh Trang d?c cmt cho zui	
Su?ngggtg quá kiàaaaa	
Ch? Tâm??????????????????????????????????????????	
mèo méo meo mèo meo	
Cm	
hello buscu	
? :)))	
Ui	
Má d?o ít quá há	
cho xem mui n?a ?	
Ch?t don hi	
cj ? 1 mk ?	
em h?c hutech	
Yêu ch?	
trui ui 	
Helo ch? Tâm	
Thu? Duong	
Ch? phát ngôn m?t d?y ghê	
Truong Nh?t Hoài ch? Tâm d?y ch? này làm tho giúp e vs	
Anh Thanh Niên x?i =)) t xem su?t nhó 	
Ch?t r c oi máy e còn có 1% thôi mà ko th?y s?c dâu c?	1
H? l?i kìa	
Tr?i oi cái m?i to nhu phù th?y luôn á . 	
Ch? khép m?m vào m?t chút du?c hum ?	
Chào em cái di ch? tâm 	
Tr?n Ðình Son	
cho nó nhìn rang dáng yêu c?a ch? di ?	
Oiii m? oii	
Em hâm m? ch? m? TÂM quá chi oi <333 i love u chu c? mo	
Ch? dáng yêu quáaaa??	
Tâm nh?n pr bao nhiêu 1 vid nhu này th? nh?=)))	
Ð? m?	
Nh?ch	
Hii	
????	
Ch? oi	
Show m?t m?c di ch? :)	
chi giup em lam kiem tra GDCD voi chi oi	
Chào e vs ch? oi	
Dù th? nào di n?a em v?n d?ng v? phía ch? ch? m? tâm ?	
Nhìn g?n m?t x?u vl	
tam bén quá . x?a rang r?t tuy?t . m?i ngu?i ai mua tam liên h? mình nha	
ch? tâm mui b? oi	
bé yêu an com chua	
Ch? oi có ph?i dang nh?p j ko ?a r nhi?u fan ko tr? l?i em h? 	
Luøng Hieu cho em h?i m?u ipx màn hình cong vs ak	
Show m?t m?c di ch? :]]]	
V?y l? em v?i ch? thì Sao ?	
v?i ngu?i âm du?c k ch?	
Hello ch?	
Hello	
Nhu cl	
Th th ch? im m? m?m	
Okk	
B? ch?i nè 100%	
Hello ch? yêu?	
Ckào ck? iem d?ng dây t? cki?u, mui ck? xinh qu? cho iem làm wen du?c khongg?	
Ði du?ng quy?n ko ch? Tâm??	
Iu ch? tâm nhi?u ch?c ch? tâm kg hi?u	
Tr?n Truong Phuong Nghi huhu h?ng mún chu?n ch? dâuuu	
hello ch? ??	
Tâm oi 	
Nhìn xinh l?m à nha	
Ch? Tâm nghe gi?ng d? thuong x?u	
Ch? c?t tóc mái xinh quw???	
CH? TÂM	
G?i em ???? di d? choo emm m?t ng?	
Ðm c	1
??????????	
T?i r làm sao nx	
g?i tên em di ch?	
Th?ng nao xui v?y	
Ki?m em di ch? oi 	
Ch? là thanh tâm h? khác d?	
Hicc. Nay em quên dánh kh?i mui h? Tâmm ??	
Khép m?m vào ch? oi	
App gì v ch?	
Ch? chào e di ch?	
 Wao th?n bí ghê á	
CH? OI, EM T?I XONG R?I ?. MONG CH? REP ?. IU CH? NHI?U L?M????	
Nguy?n Hi Hi thích ch? l?m dó ? 	
Nguy?n H?ng Phúc tôi xem ông ph?i xem	
Chán vl ra 	
Mui to	
C? oii xinh quá	
he lo chi yeu	
Th?n bí??? :)))	
Nãy h em t?t âm thanh mà tu?ng ch? ch? câm không à	
Show m?t m?c ik ch? oi	
Nc bthg thôi b?t d?o deo l?i nhìn kinh vl	
tam ng?t nu?c	
Chào e vs ch? oi	
Hello ch? Tâm xuynh gái, ch? chào e di	
Chào cj	
ÂM	
Xlol	
Gi?ng ch? d? thuong quá ??????????????????	
?n tim quá tr v?n kh du?c g?i tên xem t?k kh d?y	
Hi ch? Tâmmm	
An tr?u ph?i g?i lá giông, áo ch? to th? bên trong có gì ?????	
Xinh th? ch?	
 áo cj mua ? d z	
Bích Trí dô coi ai d? nek	
nay xinh quá bà ~~	
???	
ch?c th?y ch? chúng nó ném h?t m? di?n tho?i í	
mui to , m?t d?ch	
 Hello ch?	
Áo ch? d?p quá , ch? mua ? dâu v ? ?	
Chào e vs chj oi	
App này ch?nh mui du?c khong ch? 	
Cái mui th?y cung quá dza	
Hello em di ch?	
??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????	
Tam d?p l?m 	
Hello bé Duong Ng?c Ðoan Trang	
g?i tên ki?n di ch?	
Xinh quá	
Hell	
Hello ch? Tâmmm 	
Hello ch? Tâm 	
ch? Tâm xinh quá	
Ai d? c?a ý nè TruongTh? NhuÝ	
Ð?C TÊN EM ÐI CH?	
H? lô chào m?ng các streamer d?n v?i tr?i nghi?m b? con gái dì top hight lí huy?n tho?i còn s? tôi thì các ông dã là cái quáii gì c?nh b?o ngu?i d?ng d?i cu hay c?n th?n di vì di?m y?u c?a ôg tôi n?m ch?c cái tàu thuy?n hãy vào b? ngay di không thì h?i dang s? thành h?i d?c............	
Hé lô c?	
G?i tên e	
V?y ó h?	
Hêêllo em di :(((	
Heloo e Nekkkk	
G?i ik	
G?i tên em n?a ch? oi!!! 	
Chào b?n Nguy?n Rin	
chào e di	
D?o ch?y nu?c	
Con di m? mày ch? ghép dôi	1
E cùng h? v?i ch? này ciuuuu tên iemmmmm di :33	
Ch? em di ?	
Hi ch? 	
 hi nguu ma vuong 	
G?i tên e	
Th?y Tâm xinh th?t á??	
T?ng em cái dt dii :)	
He lôôô	
yêu quá à 	
Nhìn ch? xinh th?c s? luôn á	
tâm cute oi	
hicccc	
Hello e nek	
Ok 	
Chào ch?	
Heelllooo ch? iuuu	
pls :(((	
G?i tên e	
G?i em di	
Buonnnn quassss	
Ch? oi	
Maiiiii mìnhhhhh ktra hoá mình ch?c ch?n 9? trong tay 1? trên gi?y ??	
Hey chào conn diên	
saoooo ch? hokk helo em	
Hê nô con Chi Ca Vâu	
Filler b? tràn à :) mui to th?	
Em yêu ch? ??	
Chào ch? ? ???	
Truong Ph?m Lan Anh d?nh d? ghét mà xem live l?i ghét vl ))	
Hello ch?	
Ð?C TÊN EM ÐI CH?	
Sao l? mui b? d? ?	
Ch? oi!!!! 	
G?i tên e g?i tên e	
Xinh xiu~	
L?n sau tô cái lông mày nh?t nh?t thôi nha ba :)))	
CHÀO EM CÁI	
ch? ko chàoem	
Th?ng lz Hoàng Phú s?a cc gì v?y	
hello ch? Tâm	
Cung xinh, cung cute :))))	
Chào ch? em d?ng dây t? h?i nãy	
Xinh quá	
chào e di	
Ch? oi nhìn ch? hay quá	
??	
hello cj	
Linh Thuy	
Mui này thái v?i dc 2 dia n?m	1
Ch? oi	
Ðc ch? hello luôm	
Chào cj	
Cj d?p l?m ak	
Em tên hi?u nha	
G?i tên e ik ch?	
 G?i tên e	
Helo ch?	
Xinh quá nè chi?	
Chào em di ch? eyy	
Chào cj	
...	
Em t?i xong r?i ch?	
E cùng h? v?i ch? này ciuuuu tên iemmmmm di :33	
Y?n M?	
Nguy?n Hoàng Huy tr?ng dán c?n m? :))	
:v t?i roài d? l?i cmt... ? dó là Tr?n Thanh Tâm dua tuii d?n dây có dc hemm ch? ??????	
Chào em di ch?	
G?i tên e	
Ch? ?i ch? g?i tên em di ? em stand ch? lâu r?i á	
" Chào ch? ,e d?ng dây t? chi?u!
"	
cút :)	
Ch? Tâm d? thuong quá à	
cj oii g?i tên em cj oi	
ch? xinh quá	
o?	
Helo ch?	
Ðây là app j v?y ch? em vào mu?n em ko bt á ch?	
em chao chi	
L?n d?u xem ch? live	
Chào cj	
h?i ch?m xung CH? ??	
Hà Bích H?pBích	
Duc Anh Nguyen	
chao cj tam	
Ch? oi	
Ch? oi	
iu ch? moa moa????	
mo ho	
xin 	
Hoàng Ng?c Nhã Uyên	
Hello th?y ti?n b?i hong nh?	
Hello cj	
hêlô cj ??	
 G?i tên e	
chi co phai Tran Duc Bo hong?	
ch? g?i tên e di 1 l?n hoy	
Chào ch? yêu 	
Ð? em t?i 	
Ch? d? thuong quá .	
Em dn t?i nho dt em nha	
Hong á 	
chào em diiii	
Ch? oi heloo e nè	
o? 	
Chào bear	
Ch? oi g?i tên em ??	
Ch? oi g?i tên em ??	
Hello cj nha ??	
C d?c cmt c?a e di ? 	
Chào em di ch?	
G?i tên e	
hi	
Ð? em t?i	
Huy Hoàng Duong	
Tâm xing mà 	
D? thuong quá ?	
App gì v?y ???	
Ð?C TÊN EM ÐI CH?	
chào ê di	
G?i di?n làm l?n gì :(((	
ASD	
E cùng h? v?i ch? này ciuuuu tên iemmmmm di :33	
C cute quá	
Em chào ch? ak??	
Mui ch? to quá ch? oi	
G?i tên e	
G?i e diiii	
D? suong qu? à	
Helooo ch? eyyyy	
Cài vào ch? add e du?c không :))	
Add e ik ch?	
cj tâm oi d?c bình lu?n em ik	
ch?c trên fb m?i ch? TR?N THANH TÂM l?n nh?t	
C oii	
Ch? oi g?i tên em ??	
Thuong ch? nhi?u	
cj oi g?i tên e	
hôm nay ch? quên dánh kh?i  à múi to quá tr?i hay ch? b? ?m mui nó b? sung ? ????	
Ch? g?i tên em di ch?	
Chào idol	
Kêu tên em di	
G?i tên em di ch?????	
d?	
helooo em n?a	
ch? chào e di ch? '	
Á á .	
Alo v? oi	
Tóc cung qu? d? nè	
G?i tên e	
Phuong Hi?n	
G?i tên em di ch?	
Gi?ng ch? d? thuong quá à?	
Ch? oi g?i tên em ??	
Cute quá tr?i oi d? thuong ghê noi á	
Y?n Phuong má cái mui	
G?i tên em di ?	
Ði l?c dâu zô dâyy g?p aii cute quá	
J z tr	
ch? oi em có nh? b?n tênY?n Nhi nó x?o x?o quá thì sao ch? 	
Xink quá	
Hii ch?ii<33	
Mui d?p v?y ch?:))	
E cùng h? v?i ch? này ciuuuu tên iemmmmm di :33	
em cho chi	
Chào Nguy?n H?ng Minh :)))	
Ch? oi g?i tên em ??	
hoc dao duc hoc lam nguoi chi oi	
hello ch?	
G?i tên e	
Yêu thía	
Kêu tên em di 	
G?i ik ch? oi	
Tr?n Di?u H?o's :))?	
xinh quaa chi oiiiii =))	
Tâm Tâm Tâm	
Haha 	
Hello ch?	
Chào em dii	
E cùng h? v?i ch? này ciuuuu tên iemmmmm di :33	
Phan Van Ð?t	
Cc	
Ch? xinh th?t ??????	
Chi PO ko chào em, d?i	
G?i tên e	
Nay xinh ta	
Lô??	
Nguyen Hai Yen 	
Ê ch?y Tâmmm	
Hello ch?	
em cho chi	
Chào ch? ?????????????????????	
Nhi Y?n Nguy?n ok	
Ng oi ng hãy g?i tên e di ????	
Vãi ler	
Hello ch? iu	
Yêu Tâm nh?t	
Ch? xinh quá di	
G?i tên e	
Bùi Di?u Hoa vào nghe ch? di em :)))	
Nguy?n Thành Duong	
G?i tên em di 	
Nguy?n Ng?c Minh Anh	
Dô coi idol live ne Nancy My :)))	
Hello ch?	
Ch? oi g?i tên em ??	
? c? 	
t?i rùi ch? có g?i ten em hongggg	
 Chj d? thuong quá à 	
chào e diiiii	
Hello em ?	
Chào cjh	
Ch? kêu tên em di	
lô cái dkmm	
Helo ch?	
	
G?i ng?u nhiên cái b? ch?i nè	
	
h? lo	
	
cj tâm oi	
:((	
Ok	
Eoo ôiii 	
Ch? b?t d?o may ra e còn thích ch? ????	
G?i tên em di	
E t?i gòi :333	
C g?i tên em di	
C t?t cmt c?a antifan r?i ?? Huhu	
Em chào ch?	
Heloo	
Xinh quá tình yêu c?a emmm??????	
xin ch? dóo	
Hello ch?	
tâm an tui di	
chi hoc gdcd di chi oi	
Kêu tên em di ch? oi	
Ch? oi g?i tên em ??	
In	
Th?yy Tiên H? Th? Thiên Huong	
Em t?i v? r?i nèk 	
Ch? oi	
Duong Th? Thanh Nhàn	
chào em di ch?	
Add e v?i ?	
Ch? oi	
Chào ch? oi chào l?i l?n 2	
ch? chào e diii	
Hello chi tâm	
Tr?ng ráng c?n m? dây h?	
G?i em di ch?	
Tâm chân thuii 	
chào em di ch?	
Hello ch?	
cj có youtube ko cj	
G?i tên em di ch? tâm	
Ch? oi g?i tên em ??	
Hôm nay ch? xinh th? :))	
G?i tên em di ch? iuuuu	
Kiu e di cj	
T?i ve r 	
Goi tênnnn em diiii	
C oii	
Hello ch?	
:)) déo thích 	
	
Add em di	
Hello	
G?I TÊN EM IK CH? YÊU OI	
ch? oi chào e di'	
Iphone tàu m?y tram v?y ch? :))	
Gi?ng ch? Tâm nghe d? thuong quá ch?i	
dcmmm 	
Ch? oi g?i tên em ??	
G?i tên em di	
Em u?c du?c ch? g?i tên ?	
	
Ch?ng ai quan tâm ch? nói j ngoài ng?m ch? xinh dâu :)))))))) 	
CH?C CH? K TH?Y EM R??	
E d?ng dây t? chi?u	
mui ch? to hon c? nguu ma Vuong	
G?i tên em di	
chi co hoc thay huan ko a	
sao ch? d? thung d?	
g?i tên em trong dêm:))	
G?i tên em di	
Chán á ch? ko chào em	
Chào cjj	
Hello em di	
Mong c xem cmt c?a e 	
chào em di ch?	
G?i tên em di	
ch? oi con Nh?t H? b?n em nó c? thích choi les v?i ch? ý c? nhìn th?y ch? là cái l?n nó gi?t gi?t 8 phía ch? nói v?i nó là ch? không thích gái lùn di ch???	
Gi?ng c cute ghê á. C g?i tên e ik:(	
?a l? lòn khinh méo tr? l?i h? :))	
Tu?n cút	
App j ?	
hello b?n iêuuu	
chào em di ch?	
Spam spam spam	
Ch? oi lâu r?i ch? m?i xu?t hi?n em ngóng ch? quá tr ??	
Hello ch? 	
Helo ch? ?	
Chào ch?	
Ch? tâm d? thuong quá	
Rep em ?	
Ch? revieww gì d?y :3	
cj tam mo ho	
G?i tên em di	
Nguy?n H?u Linh	
Add em di ch? tâm	
Ði mà ch?	
Hé lô ch? 	
chào em di ch?	
